PlayerID,ClubID,LigaID,TemporadaID,Net_Fixed_PW_USD,Net_Fixed_PY_USD,Net_Bonus_PY_USD,Net_Total_PY_USD,Adj_Net_Total_PY_2026
3323,9,1,1,43706.0,2272714.0,0.0,2272714.0,2398200.0
8989,24,1,1,43706.0,2272714.0,0.0,2272714.0,2398200.0
13892,3,1,1,42665.0,2218602.0,0.0,2218602.0,2341100.0
14559,3,1,1,42665.0,2218602.0,0.0,2218602.0,2341100.0
9567,4,1,1,42041.0,2186135.0,0.0,2186135.0,2306840.0
13288,24,1,1,41625.0,2164490.0,0.0,2164490.0,2284000.0
3727,25,1,1,41625.0,2164490.0,0.0,2164490.0,2284000.0
672,22,1,1,41625.0,2164490.0,0.0,2164490.0,2284000.0
12314,23,1,1,41625.0,2164490.0,0.0,2164490.0,2284000.0
5068,26,1,1,41209.0,2142845.0,0.0,2142845.0,2261160.0
7029,4,1,1,39960.0,2077910.0,0.0,2077910.0,2192640.0
10317,25,1,1,39960.0,2077910.0,0.0,2077910.0,2192640.0
10555,24,1,1,39544.0,2056265.0,0.0,2056265.0,2169800.0
11313,24,1,1,38503.0,2002153.0,0.0,2002153.0,2112700.0
2902,26,1,1,37879.0,1969686.0,0.0,1969686.0,2078440.0
11412,26,1,1,37879.0,1969686.0,0.0,1969686.0,2078440.0
10430,4,1,1,37462.0,1948041.0,0.0,1948041.0,2055600.0
4943,26,1,1,37462.0,1948041.0,0.0,1948041.0,2055600.0
7408,25,1,1,37462.0,1948041.0,0.0,1948041.0,2055600.0
9729,10,1,1,37462.0,1948041.0,0.0,1948041.0,2055600.0
4685,26,1,1,37462.0,1948041.0,0.0,1948041.0,2055600.0
3168,11,1,1,35589.0,1850639.0,0.0,1850639.0,1952820.0
6577,24,1,1,35381.0,1839816.0,0.0,1839816.0,1941400.0
10643,3,1,1,34965.0,1818172.0,0.0,1818172.0,1918560.0
1234,4,1,1,34965.0,1818172.0,0.0,1818172.0,1918560.0
809,26,1,1,33300.0,1731592.0,0.0,1731592.0,1827200.0
8279,24,1,1,32884.0,1709947.0,367963.0,2077910.0,2192640.0
4102,24,1,1,32884.0,1709947.0,0.0,1709947.0,1804360.0
13449,4,1,1,32467.0,1688302.0,0.0,1688302.0,1781520.0
5698,5,1,1,32467.0,1688302.0,0.0,1688302.0,1781520.0
10077,22,1,1,32051.0,1666657.0,0.0,1666657.0,1758680.0
12871,4,1,1,31843.0,1655835.0,0.0,1655835.0,1747260.0
729,22,1,1,31427.0,1634190.0,0.0,1634190.0,1724420.0
3538,10,1,1,31219.0,1623367.0,0.0,1623367.0,1713000.0
5616,22,1,1,31219.0,1623367.0,0.0,1623367.0,1713000.0
9292,9,1,1,31219.0,1623367.0,541122.0,2164490.0,2284000.0
11883,18,1,1,31010.0,1612545.0,0.0,1612545.0,1701580.0
6906,10,1,1,29970.0,1558433.0,0.0,1558433.0,1644480.0
9343,22,1,1,29970.0,1558433.0,0.0,1558433.0,1644480.0
616,8,1,1,29970.0,1558433.0,0.0,1558433.0,1644480.0
1034,3,1,1,29970.0,1558433.0,313851.0,1872284.0,1975660.0
1606,22,1,1,29970.0,1558433.0,0.0,1558433.0,1644480.0
14511,24,1,1,29970.0,1558433.0,0.0,1558433.0,1644480.0
9316,19,1,1,29554.0,1536788.0,0.0,1536788.0,1621640.0
5508,7,1,1,28929.0,1504321.0,0.0,1504321.0,1587380.0
9087,24,1,1,28929.0,1504321.0,0.0,1504321.0,1587380.0
11876,26,1,1,28305.0,1471853.0,0.0,1471853.0,1553120.0
1203,20,1,1,28097.0,1461031.0,0.0,1461031.0,1541700.0
12174,22,1,1,27889.0,1450208.0,0.0,1450208.0,1530280.0
13225,24,1,1,27889.0,1450208.0,0.0,1450208.0,1530280.0
4433,24,1,1,27889.0,1450208.0,0.0,1450208.0,1530280.0
2893,3,1,1,27681.0,1439386.0,0.0,1439386.0,1518860.0
2024,24,1,1,27056.0,1406918.0,0.0,1406918.0,1484600.0
14041,11,1,1,27056.0,1406918.0,0.0,1406918.0,1484600.0
11111,11,1,1,26016.0,1352806.0,0.0,1352806.0,1427500.0
6236,7,1,1,26016.0,1352806.0,0.0,1352806.0,1427500.0
2286,7,1,1,25599.0,1331161.0,0.0,1331161.0,1404660.0
7501,24,1,1,24975.0,1298694.0,0.0,1298694.0,1370400.0
4951,19,1,1,24975.0,1298694.0,0.0,1298694.0,1370400.0
3205,10,1,1,24975.0,1298694.0,0.0,1298694.0,1370400.0
12531,25,1,1,24975.0,1298694.0,0.0,1298694.0,1370400.0
7073,9,1,1,24975.0,1298694.0,0.0,1298694.0,1370400.0
10984,3,1,1,24975.0,1298694.0,0.0,1298694.0,1370400.0
7773,10,1,1,23934.0,1244582.0,0.0,1244582.0,1313300.0
14441,3,1,1,23934.0,1244582.0,0.0,1244582.0,1313300.0
7257,19,1,1,23934.0,1244582.0,0.0,1244582.0,1313300.0
2180,24,1,1,23518.0,1222937.0,0.0,1222937.0,1290460.0
14226,19,1,1,23518.0,1222937.0,0.0,1222937.0,1290460.0
11035,24,1,1,22894.0,1190470.0,0.0,1190470.0,1256200.0
5642,3,1,1,22061.0,1147180.0,0.0,1147180.0,1210520.0
14244,19,1,1,22061.0,1147180.0,0.0,1147180.0,1210520.0
6024,10,1,1,21437.0,1114712.0,0.0,1114712.0,1176260.0
11695,10,1,1,21021.0,1093067.0,0.0,1093067.0,1153420.0
6231,25,1,1,21021.0,1093067.0,0.0,1093067.0,1153420.0
10559,10,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
11888,3,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
11211,4,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
5466,25,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
13855,22,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
1471,22,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
8603,10,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
5775,18,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
8540,17,1,1,20812.0,1082245.0,0.0,1082245.0,1142000.0
606,26,1,1,19980.0,1038955.0,0.0,1038955.0,1096320.0
4633,7,1,1,19980.0,1038955.0,0.0,1038955.0,1096320.0
9094,25,1,1,19980.0,1038955.0,0.0,1038955.0,1096320.0
694,24,1,1,19980.0,1038955.0,0.0,1038955.0,1096320.0
13260,22,1,1,19980.0,1038955.0,0.0,1038955.0,1096320.0
7217,26,1,1,19980.0,1038955.0,0.0,1038955.0,1096320.0
5476,25,1,1,19147.0,995665.0,0.0,995665.0,1050640.0
11761,24,1,1,18939.0,984843.0,0.0,984843.0,1039220.0
12815,9,1,1,18939.0,984843.0,0.0,984843.0,1039220.0
4152,26,1,1,18939.0,984843.0,0.0,984843.0,1039220.0
6508,24,1,1,18939.0,984843.0,0.0,984843.0,1039220.0
3757,9,1,1,18731.0,974020.0,0.0,974020.0,1027800.0
3477,25,1,1,18731.0,974020.0,0.0,974020.0,1027800.0
6519,20,1,1,17899.0,930731.0,0.0,930731.0,982120.0
4195,8,1,1,17899.0,930731.0,0.0,930731.0,982120.0
11128,3,1,1,17899.0,930731.0,0.0,930731.0,982120.0
5134,6,1,1,17899.0,930731.0,0.0,930731.0,982120.0
13742,25,1,1,17482.0,909086.0,0.0,909086.0,959280.0
5487,7,1,1,17482.0,909086.0,0.0,909086.0,959280.0
8517,24,1,1,17066.0,887441.0,0.0,887441.0,936440.0
5204,19,1,1,17066.0,887441.0,0.0,887441.0,936440.0
609,3,1,1,17066.0,887441.0,0.0,887441.0,936440.0
13887,7,1,1,17066.0,887441.0,0.0,887441.0,936440.0
1401,16,1,1,16442.0,854974.0,0.0,854974.0,902180.0
5652,25,1,1,16234.0,844151.0,0.0,844151.0,890760.0
7589,23,1,1,16234.0,844151.0,0.0,844151.0,890760.0
12846,19,1,1,16026.0,833329.0,0.0,833329.0,879340.0
330,26,1,1,16026.0,833329.0,0.0,833329.0,879340.0
2032,19,1,1,16026.0,833329.0,0.0,833329.0,879340.0
7080,7,1,1,15609.0,811684.0,0.0,811684.0,856500.0
8259,8,1,1,15609.0,811684.0,0.0,811684.0,856500.0
5149,10,1,1,15401.0,800861.0,0.0,800861.0,845080.0
11300,24,1,1,14985.0,779216.0,0.0,779216.0,822240.0
5318,7,1,1,14985.0,779216.0,0.0,779216.0,822240.0
11523,26,1,1,14985.0,779216.0,0.0,779216.0,822240.0
13896,3,1,1,14985.0,779216.0,0.0,779216.0,822240.0
5046,25,1,1,14985.0,779216.0,0.0,779216.0,822240.0
2511,17,1,1,14985.0,779216.0,0.0,779216.0,822240.0
8620,2,1,1,14985.0,779216.0,0.0,779216.0,822240.0
14028,19,1,1,14985.0,779216.0,0.0,779216.0,822240.0
14553,25,1,1,14985.0,779216.0,0.0,779216.0,822240.0
6616,19,1,1,14985.0,779216.0,0.0,779216.0,822240.0
7042,26,1,1,14985.0,779216.0,0.0,779216.0,822240.0
1436,23,1,1,14985.0,779216.0,0.0,779216.0,822240.0
10234,17,1,1,14569.0,757571.0,0.0,757571.0,799400.0
11238,16,1,1,14569.0,757571.0,0.0,757571.0,799400.0
6800,17,1,1,14569.0,757571.0,0.0,757571.0,799400.0
1415,16,1,1,14569.0,757571.0,0.0,757571.0,799400.0
901,18,1,1,14569.0,757571.0,0.0,757571.0,799400.0
3119,23,1,1,14569.0,757571.0,0.0,757571.0,799400.0
1171,19,1,1,13944.0,725104.0,0.0,725104.0,765140.0
433,26,1,1,13944.0,725104.0,0.0,725104.0,765140.0
300,7,1,1,13944.0,725104.0,0.0,725104.0,765140.0
4577,18,1,1,13944.0,725104.0,0.0,725104.0,765140.0
5142,24,1,1,13736.0,714282.0,0.0,714282.0,753720.0
14445,26,1,1,13528.0,703459.0,0.0,703459.0,742300.0
12207,16,1,1,13112.0,681814.0,0.0,681814.0,719460.0
8890,16,1,1,13112.0,681814.0,0.0,681814.0,719460.0
7234,19,1,1,12904.0,670992.0,0.0,670992.0,708040.0
9242,24,1,1,12487.0,649347.0,0.0,649347.0,685200.0
3583,10,1,1,12487.0,649347.0,0.0,649347.0,685200.0
7200,17,1,1,12487.0,649347.0,0.0,649347.0,685200.0
4435,9,1,1,12487.0,649347.0,0.0,649347.0,685200.0
1703,19,1,1,12487.0,649347.0,0.0,649347.0,685200.0
12577,25,1,1,12487.0,649347.0,0.0,649347.0,685200.0
4714,7,1,1,12487.0,649347.0,0.0,649347.0,685200.0
10022,11,1,1,12487.0,649347.0,0.0,649347.0,685200.0
4292,18,1,1,12071.0,627702.0,0.0,627702.0,662360.0
1029,3,1,1,12071.0,627702.0,0.0,627702.0,662360.0
12820,9,1,1,12071.0,627702.0,0.0,627702.0,662360.0
3720,19,1,1,12071.0,627702.0,151514.0,779216.0,822240.0
2669,19,1,1,12071.0,627702.0,0.0,627702.0,662360.0
11058,10,1,1,12071.0,627702.0,0.0,627702.0,662360.0
3467,22,1,1,12071.0,627702.0,0.0,627702.0,662360.0
450,11,1,1,12071.0,627702.0,0.0,627702.0,662360.0
2760,11,1,1,12071.0,627702.0,0.0,627702.0,662360.0
8899,26,1,1,12071.0,627702.0,0.0,627702.0,662360.0
11144,7,1,1,12071.0,627702.0,0.0,627702.0,662360.0
11138,7,1,1,11447.0,595235.0,0.0,595235.0,628100.0
12345,17,1,1,11447.0,595235.0,0.0,595235.0,628100.0
8535,2,1,1,11031.0,573590.0,0.0,573590.0,605260.0
4049,25,1,1,11031.0,573590.0,0.0,573590.0,605260.0
12548,26,1,1,11031.0,573590.0,0.0,573590.0,605260.0
2914,3,1,1,11031.0,573590.0,0.0,573590.0,605260.0
14340,11,1,1,11031.0,573590.0,0.0,573590.0,605260.0
13353,6,1,1,11031.0,573590.0,0.0,573590.0,605260.0
6727,26,1,1,11031.0,573590.0,0.0,573590.0,605260.0
2315,8,1,1,10822.0,562767.0,0.0,562767.0,593840.0
13591,16,1,1,10822.0,562767.0,0.0,562767.0,593840.0
5886,23,1,1,10822.0,562767.0,0.0,562767.0,593840.0
8572,16,1,1,10614.0,551945.0,0.0,551945.0,582420.0
6972,26,1,1,10406.0,541122.0,0.0,541122.0,571000.0
9291,5,1,1,10406.0,541122.0,0.0,541122.0,571000.0
11150,18,1,1,10406.0,541122.0,0.0,541122.0,571000.0
12840,23,1,1,10406.0,541122.0,0.0,541122.0,571000.0
1054,25,1,1,10406.0,541122.0,0.0,541122.0,571000.0
11682,8,1,1,9990.0,519478.0,0.0,519478.0,548160.0
118,19,1,1,9990.0,519478.0,0.0,519478.0,548160.0
7775,26,1,1,9990.0,519478.0,0.0,519478.0,548160.0
456,9,1,1,9990.0,519478.0,0.0,519478.0,548160.0
8520,23,1,1,9990.0,519478.0,0.0,519478.0,548160.0
12864,23,1,1,9990.0,519478.0,0.0,519478.0,548160.0
5713,3,1,1,9990.0,519478.0,0.0,519478.0,548160.0
10085,3,1,1,9990.0,519478.0,0.0,519478.0,548160.0
4444,9,1,1,9990.0,519478.0,0.0,519478.0,548160.0
915,6,1,1,9990.0,519478.0,0.0,519478.0,548160.0
2323,22,1,1,9990.0,519478.0,0.0,519478.0,548160.0
251,2,1,1,9574.0,497833.0,0.0,497833.0,525320.0
12859,17,1,1,9574.0,497833.0,0.0,497833.0,525320.0
9311,23,1,1,9366.0,487010.0,0.0,487010.0,513900.0
13933,11,1,1,9157.0,476188.0,0.0,476188.0,502480.0
12389,19,1,1,8949.0,465365.0,0.0,465365.0,491060.0
7068,6,1,1,8949.0,465365.0,0.0,465365.0,491060.0
12299,9,1,1,8949.0,465365.0,0.0,465365.0,491060.0
6984,6,1,1,8949.0,465365.0,0.0,465365.0,491060.0
10072,3,1,1,8949.0,465365.0,0.0,465365.0,491060.0
1047,22,1,1,8949.0,465365.0,0.0,465365.0,491060.0
11487,8,1,1,8741.0,454543.0,0.0,454543.0,479640.0
10411,17,1,1,8741.0,454543.0,0.0,454543.0,479640.0
1033,22,1,1,8741.0,454543.0,0.0,454543.0,479640.0
5899,4,1,1,8533.0,443720.0,0.0,443720.0,468220.0
3998,10,1,1,8533.0,443720.0,0.0,443720.0,468220.0
310,22,1,1,8533.0,443720.0,0.0,443720.0,468220.0
11456,11,1,1,8533.0,443720.0,0.0,443720.0,468220.0
14535,19,1,1,8533.0,443720.0,0.0,443720.0,468220.0
11700,16,1,1,8325.0,432898.0,0.0,432898.0,456800.0
6435,6,1,1,8325.0,432898.0,0.0,432898.0,456800.0
13405,25,1,1,8325.0,432898.0,0.0,432898.0,456800.0
8048,9,1,1,8325.0,432898.0,0.0,432898.0,456800.0
7753,17,1,1,8325.0,432898.0,0.0,432898.0,456800.0
12364,17,1,1,8325.0,432898.0,0.0,432898.0,456800.0
11074,8,1,1,8117.0,422076.0,0.0,422076.0,445380.0
4700,2,1,1,8117.0,422076.0,0.0,422076.0,445380.0
5571,16,1,1,8117.0,422076.0,0.0,422076.0,445380.0
6804,3,1,1,7909.0,411253.0,0.0,411253.0,433960.0
11951,4,1,1,7909.0,411253.0,0.0,411253.0,433960.0
5083,16,1,1,7909.0,411253.0,0.0,411253.0,433960.0
1283,17,1,1,7909.0,411253.0,0.0,411253.0,433960.0
3159,17,1,1,7909.0,411253.0,0.0,411253.0,433960.0
8628,19,1,1,7909.0,411253.0,0.0,411253.0,433960.0
12371,6,1,1,7909.0,411253.0,0.0,411253.0,433960.0
8898,17,1,1,7701.0,400431.0,0.0,400431.0,422540.0
12852,23,1,1,7701.0,400431.0,0.0,400431.0,422540.0
3350,16,1,1,7701.0,400431.0,0.0,400431.0,422540.0
12335,6,1,1,7492.0,389608.0,0.0,389608.0,411120.0
702,11,1,1,7492.0,389608.0,0.0,389608.0,411120.0
4324,6,1,1,7284.0,378786.0,0.0,378786.0,399700.0
481,2,1,1,7284.0,378786.0,0.0,378786.0,399700.0
5128,7,1,1,7284.0,378786.0,0.0,378786.0,399700.0
334,17,1,1,7076.0,367963.0,0.0,367963.0,388280.0
9338,16,1,1,7076.0,367963.0,0.0,367963.0,388280.0
897,9,1,1,7076.0,367963.0,0.0,367963.0,388280.0
2416,9,1,1,6868.0,357141.0,0.0,357141.0,376860.0
6290,23,1,1,6660.0,346318.0,0.0,346318.0,365440.0
1642,7,1,1,6660.0,346318.0,0.0,346318.0,365440.0
5723,16,1,1,6660.0,346318.0,0.0,346318.0,365440.0
6270,23,1,1,6660.0,346318.0,0.0,346318.0,365440.0
13208,18,1,1,6660.0,346318.0,0.0,346318.0,365440.0
3718,8,1,1,6452.0,335496.0,0.0,335496.0,354020.0
1025,22,1,1,6452.0,335496.0,0.0,335496.0,354020.0
7447,2,1,1,6452.0,335496.0,0.0,335496.0,354020.0
2282,10,1,1,6244.0,324673.0,0.0,324673.0,342600.0
4455,8,1,1,6244.0,324673.0,0.0,324673.0,342600.0
2520,6,1,1,6244.0,324673.0,0.0,324673.0,342600.0
3101,17,1,1,6244.0,324673.0,0.0,324673.0,342600.0
7760,17,1,1,6244.0,324673.0,0.0,324673.0,342600.0
11339,18,1,1,6244.0,324673.0,0.0,324673.0,342600.0
7221,10,1,1,6244.0,324673.0,0.0,324673.0,342600.0
2845,10,1,1,6244.0,324673.0,0.0,324673.0,342600.0
7262,11,1,1,6036.0,313851.0,0.0,313851.0,331180.0
11949,11,1,1,6036.0,313851.0,0.0,313851.0,331180.0
10621,25,1,1,6036.0,313851.0,0.0,313851.0,331180.0
12833,2,1,1,6036.0,313851.0,0.0,313851.0,331180.0
6809,22,1,1,6036.0,313851.0,0.0,313851.0,331180.0
7697,7,1,1,6036.0,313851.0,0.0,313851.0,331180.0
4268,10,1,1,6036.0,313851.0,0.0,313851.0,331180.0
4468,26,1,1,6036.0,313851.0,0.0,313851.0,331180.0
12638,11,1,1,6036.0,313851.0,0.0,313851.0,331180.0
8091,2,1,1,6036.0,313851.0,0.0,313851.0,331180.0
348,19,1,1,6036.0,313851.0,0.0,313851.0,331180.0
2402,25,1,1,5827.0,303029.0,0.0,303029.0,319760.0
3779,2,1,1,5827.0,303029.0,0.0,303029.0,319760.0
7194,6,1,1,5827.0,303029.0,0.0,303029.0,319760.0
12239,6,1,1,5827.0,303029.0,0.0,303029.0,319760.0
8595,6,1,1,5619.0,292206.0,0.0,292206.0,308340.0
9314,22,1,1,5619.0,292206.0,0.0,292206.0,308340.0
2895,9,1,1,5411.0,281384.0,0.0,281384.0,296920.0
6991,7,1,1,5411.0,281384.0,0.0,281384.0,296920.0
9196,18,1,1,5411.0,281384.0,0.0,281384.0,296920.0
2142,6,1,1,5411.0,281384.0,0.0,281384.0,296920.0
6027,10,1,1,5411.0,281384.0,0.0,281384.0,296920.0
7004,8,1,1,5411.0,281384.0,0.0,281384.0,296920.0
2681,16,1,1,5411.0,281384.0,0.0,281384.0,296920.0
13878,18,1,1,5411.0,281384.0,0.0,281384.0,296920.0
5140,2,1,1,5411.0,281384.0,0.0,281384.0,296920.0
2145,9,1,1,5411.0,281384.0,0.0,281384.0,296920.0
3672,2,1,1,5411.0,281384.0,0.0,281384.0,296920.0
13869,17,1,1,5203.0,270561.0,0.0,270561.0,285500.0
14495,6,1,1,5203.0,270561.0,0.0,270561.0,285500.0
12631,18,1,1,5203.0,270561.0,0.0,270561.0,285500.0
8610,23,1,1,5203.0,270561.0,0.0,270561.0,285500.0
107,18,1,1,5203.0,270561.0,0.0,270561.0,285500.0
10701,26,1,1,5203.0,270561.0,0.0,270561.0,285500.0
11134,9,1,1,5203.0,270561.0,0.0,270561.0,285500.0
804,6,1,1,4995.0,259739.0,0.0,259739.0,274080.0
3443,18,1,1,4995.0,259739.0,0.0,259739.0,274080.0
12198,19,1,1,4995.0,259739.0,0.0,259739.0,274080.0
4294,6,1,1,4995.0,259739.0,0.0,259739.0,274080.0
231,9,1,1,4995.0,259739.0,0.0,259739.0,274080.0
1850,22,1,1,4995.0,259739.0,0.0,259739.0,274080.0
621,6,1,1,4995.0,259739.0,0.0,259739.0,274080.0
11143,23,1,1,4995.0,259739.0,0.0,259739.0,274080.0
6962,23,1,1,4787.0,248916.0,0.0,248916.0,262660.0
5146,23,1,1,4787.0,248916.0,0.0,248916.0,262660.0
5904,6,1,1,4787.0,248916.0,0.0,248916.0,262660.0
6521,25,1,1,4787.0,248916.0,0.0,248916.0,262660.0
7033,9,1,1,4787.0,248916.0,0.0,248916.0,262660.0
1953,11,1,1,4787.0,248916.0,0.0,248916.0,262660.0
13745,11,1,1,4787.0,248916.0,0.0,248916.0,262660.0
11893,8,1,1,4787.0,248916.0,0.0,248916.0,262660.0
5844,6,1,1,4787.0,248916.0,0.0,248916.0,262660.0
10627,9,1,1,4579.0,238094.0,0.0,238094.0,251240.0
12842,18,1,1,4579.0,238094.0,0.0,238094.0,251240.0
5712,2,1,1,4579.0,238094.0,0.0,238094.0,251240.0
12773,23,1,1,4579.0,238094.0,0.0,238094.0,251240.0
5847,18,1,1,4579.0,238094.0,0.0,238094.0,251240.0
11419,19,1,1,4579.0,238094.0,0.0,238094.0,251240.0
4439,2,1,1,4371.0,227271.0,0.0,227271.0,239820.0
2909,16,1,1,4371.0,227271.0,0.0,227271.0,239820.0
12216,2,1,1,4371.0,227271.0,0.0,227271.0,239820.0
7272,3,1,1,4162.0,216449.0,0.0,216449.0,228400.0
6229,16,1,1,4162.0,216449.0,0.0,216449.0,228400.0
2813,23,1,1,4162.0,216449.0,0.0,216449.0,228400.0
12115,22,1,1,4162.0,216449.0,0.0,216449.0,228400.0
2778,25,1,1,4162.0,216449.0,0.0,216449.0,228400.0
963,16,1,1,4162.0,216449.0,0.0,216449.0,228400.0
7762,23,1,1,4162.0,216449.0,0.0,216449.0,228400.0
7051,6,1,1,4162.0,216449.0,0.0,216449.0,228400.0
1456,17,1,1,4162.0,216449.0,0.0,216449.0,228400.0
5444,2,1,1,4162.0,216449.0,0.0,216449.0,228400.0
7558,9,1,1,3954.0,205627.0,0.0,205627.0,216980.0
1504,11,1,1,3954.0,205627.0,0.0,205627.0,216980.0
11998,7,1,1,3954.0,205627.0,0.0,205627.0,216980.0
7204,19,1,1,3954.0,205627.0,0.0,205627.0,216980.0
5514,25,1,1,3954.0,205627.0,0.0,205627.0,216980.0
11155,18,1,1,3954.0,205627.0,0.0,205627.0,216980.0
614,2,1,1,3954.0,205627.0,0.0,205627.0,216980.0
8035,2,1,1,3954.0,205627.0,0.0,205627.0,216980.0
6777,6,1,1,3954.0,205627.0,0.0,205627.0,216980.0
12822,6,1,1,3954.0,205627.0,0.0,205627.0,216980.0
6262,9,1,1,3746.0,194804.0,0.0,194804.0,205560.0
8015,8,1,1,3746.0,194804.0,0.0,194804.0,205560.0
7195,11,1,1,3746.0,194804.0,0.0,194804.0,205560.0
12534,2,1,1,3746.0,194804.0,0.0,194804.0,205560.0
